id;ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;publico_acumulado;avaliacao
907;2013;Uma ladra sem limites;Ficção;Estados Unidos;Estrangeiros;10/05/2013;Universal;166796;
908;2014;Boyhood - Da Infância à Juventude;Ficção;Estados Unidos;Estrangeiros;30/10/2014;Universal;164926;
909;2011;Diário de um Banana 2: Rodrick é o cara;Ficção;Estados Unidos;Estrangeiros;16/09/2011;Fox;164827;
910;2015;Não Olhe para Trás;Ficção;Estados Unidos;Estrangeiros;16/04/2015;Imagem;164705;
911;2015;Divã a 2;Ficção;Argentina, Brasil;Brasileiros;14/05/2015;Downtown/Paris;164589;
912;2009;Dúvida;Ficção;Estados Unidos;Estrangeiros;06/02/2009;Sony;164467;
913;2011;Atividade Paranormal em Tóquio;Ficção;Japão;Estrangeiros;25/03/2011;Playarte;164411;
914;2013;Colegas;Ficção;Brasil;Brasileiros;01/03/2013;Europa;163624;
915;2013;Minhocas;Animação;Brasil;Brasileiros;20/12/2013;Fox;163029;
916;2012;Tão Forte e Tão Perto;Ficção;Estados Unidos;Estrangeiros;24/02/2012;Warner;162838;
917;2009;Coco antes de Chanel;Ficção;França;Estrangeiros;30/10/2009;Warner;162089;
918;2012;A Perseguição;Ficção;Estados Unidos;Estrangeiros;20/04/2012;Imagem;161460;
919;2013;A fuga do planeta Terra;Animação;Canadá, Estados Unidos;Estrangeiros;30/05/2013;Diamond Films do Brasil;161223;
920;2009;Perdido pra Cachorro;Ficção;Estados Unidos;Estrangeiros;14/02/2009;Sony;160984;
921;2009;Che;Ficção;Estados Unidos;Estrangeiros;27/03/2009;Europa;160588;
922;2010;5x favela – agora por nós mesmos;Ficção;Brasil;Brasileiros;27/08/2010;Sony/RioFilme;160573;
923;2009;Tinha que Ser Você;Ficção;Estados Unidos;Estrangeiros;19/06/2009;Imagem;159870;
924;2013;É o fim;Ficção;Estados Unidos;Estrangeiros;11/10/2013;Sony;159657;
925;2012;À Beira do Caminho;Ficção;Brasil;Brasileiros;10/08/2012;Fox;159109;
926;2009;Delírios de Consumo de Becky Bloom;Ficção;Estados Unidos;Estrangeiros;10/04/2009;Sony;158923;
927;2013;Anna Karenina;Ficção;Reino Unido;Estrangeiros;15/03/2013;Universal;158855;
928;2010;Atração perigosa;Ficção;Estados Unidos;Estrangeiros;29/10/2010;Warner;158698;
929;2012;12 Horas;Ficção;Estados Unidos;Estrangeiros;13/04/2012;Paris;158642;
930;2013;A família;Ficção;Estados Unidos, França;Estrangeiros;20/09/2013;Paris;158583;
931;2010;Guerra ao Terror;Ficção;Estados Unidos;Estrangeiros;05/02/2010;Imagem;158161;
932;2016;No Mundo da Lua;Animação;Espanha;Estrangeiros;21/04/2016;Paramount;157991;
933;2010;O Pequeno Nicolau;Ficção;França;Estrangeiros;02/07/2010;Imovision;156908;
934;2017;Chocante;Ficção;Brasil;Brasileiros;05/10/2017;Imagem;155063;
935;2012;Vizinhos Imediatos de 3º Grau;Ficção;Estados Unidos;Estrangeiros;14/09/2012;Fox;154888;
936;2016;Nise - O Coração da Loucura;Ficção;Brasil;Brasileiros;21/04/2016;Imagem;154224;
937;2013;Questão de Tempo;Ficção;Estados Unidos;Estrangeiros;06/12/2013;Universal;153710;
938;2016;Desculpe o transtorno;Ficção;Brasil;Brasileiros;15/09/2016;Disney;153234;
939;2013;Casa da mãe Joana 2;Ficção;Brasil;Brasileiros;06/09/2013;Imagem;152596;
940;2013;Vendo ou alugo;Ficção;Brasil;Brasileiros;09/08/2013;Europa/RioFilme;152303;
941;2009;Duplicidade;Ficção;Alemanha, Estados Unidos;Estrangeiros;05/06/2009;Universal;152205;
942;2009;Pequenos Invasores;Ficção;Estados Unidos;Estrangeiros;25/09/2009;Fox;152127;
943;2011;Melancolia;Ficção;Alemanha, Dinamarca, França, Suécia;Estrangeiros;05/08/2011;Califórnia;152123;
944;2009;O Contador de Histórias;Ficção;Brasil;Brasileiros;07/08/2009;Warner;151927;
945;2014;O Espelho;Ficção;Estados Unidos;Estrangeiros;03/07/2014;Playarte;151639;
946;2012;Katy Perry: Part of Me;Documentário;Estados Unidos;Estrangeiros;03/08/2012;Paramount;150755;
947;2015;Jessabelle - O Passado Nunca Morre;Ficção;Estados Unidos;Estrangeiros;18/06/2015;Playarte;149377;
948;2010;Missão quase impossível;Ficção;Estados Unidos;Estrangeiros;07/05/2010;Imagem;149247;
949;2013;Como Não Perder Essa Mulher;Ficção;Estados Unidos;Estrangeiros;06/12/2013;Imagem;148756;
950;2017;Uma família feliz;Animação;Alemanha;Estrangeiros;17/08/2017;Paris;148635;
951;2010;Piranha 3D;Ficção;Estados Unidos;Estrangeiros;22/10/2010;Imagem;146620;
952;2014;Boa Sorte;Ficção;Brasil;Brasileiros;27/11/2014;Imagem;145890;
953;2012;360°;Ficção;Áustria, Brasil, França, Reino Unido;Estrangeiros;17/08/2012;Paris;145004;
954;2016;Carol;Ficção;Estados Unidos, Reino Unido;Estrangeiros;14/01/2016;Alphaville Filmes;143625;
955;2016;Truman;Ficção;Argentina, Espanha;Estrangeiros;14/04/2016;Pandora;142617;
956;2013;O Massacre da serra elétrica 3D - A lenda continua;Ficção;Estados Unidos;Estrangeiros;17/05/2013;Europa;142249;
957;2017;Dominação;Ficção;Estados Unidos;Estrangeiros;05/01/2017;Playarte;142059;
958;2013;O reino gelado;Animação;Rússia;Estrangeiros;22/02/2013;Playarte;141758;
959;2011;Brasil animado 3D;Animação;Brasil;Brasileiros;21/01/2011;Imagem;141733;
960;2014;Fúria;Ficção;Estados Unidos;Estrangeiros;16/10/2014;Califórnia;141404;
961;2011;Não se preocupe, nada vai dar certo;Ficção;Brasil;Brasileiros;05/08/2011;Imagem;141213;
962;2016;Kubo e as Cordas Mágicas;Animação;Estados Unidos;Estrangeiros;13/10/2016;Universal;141139;
963;2011;Uma manhã gloriosa;Ficção;Estados Unidos;Estrangeiros;01/04/2011;Paramount;140476;
964;2009;Efeito Borboleta: Revelação;Ficção;Estados Unidos;Estrangeiros;31/07/2009;Imagem;140196;
965;2015;A Travessia;Ficção;Estados Unidos;Estrangeiros;08/10/2015;Sony;140088;
966;2009;Gamer;Ficção;Estados Unidos;Estrangeiros;02/10/2009;Imagem;139723;
967;2012;O Espião que Sabia Demais;Ficção;Alemanha, França, Reino Unido;Estrangeiros;13/01/2012;Playarte;139510;
968;2014;De repente pai;Ficção;Estados Unidos;Estrangeiros;10/01/2014;Disney;139500;
969;2015;O Sal da Terra;Documentário;Brasil, França, Itália;Estrangeiros;26/03/2015;Imovision;138202;
970;2016;Festa da Salsicha;Animação;Estados Unidos;Estrangeiros;06/10/2016;Sony;138036;
971;2011;Um dia;Ficção;Estados Unidos;Estrangeiros;02/12/2011;Universal;138026;
972;2012;Quatro Amigas e um Casamento;Ficção;Estados Unidos;Estrangeiros;07/12/2012;Imagem;137834;
973;2011;As Aventuras de Sammy;Animação;Bélgica;Estrangeiros;28/01/2011;Playarte;136503;
974;2010;Vício Frenético;Ficção;Estados Unidos;Estrangeiros;15/01/2010;Imagem;136455;
975;2011;Como você sabe;Ficção;Estados Unidos;Estrangeiros;29/04/2011;Imagem;135903;
976;2011;Qual seu número?;Ficção;Estados Unidos;Estrangeiros;14/10/2011;Fox;135348;
977;2010;Atraídos pelo crime;Ficção;Estados Unidos;Estrangeiros;02/04/2010;Califórnia;135270;
978;2016;Florence: Quem é essa mulher?;Ficção;Reino Unido;Estrangeiros;07/07/2016;Imagem;135194;
979;2016;Epa! Cadê o Noé?;Animação;Bélgica, Alemanha, Irlanda, Luxemburgo;Estrangeiros;04/02/2016;Paris;135141;
980;2012;Histórias Cruzadas;Ficção;Emirados Árabes Unidos, Estados Unidos, Índia;Estrangeiros;03/02/2012;Disney;134822;
981;2012;O Homem da Máfia;Ficção;Estados Unidos;Estrangeiros;30/11/2012;Imagem;134639;
982;2017;My Little Pony - O Filme;Animação;Estados Unidos;Estrangeiros;05/10/2017;Paris;134406;
983;2013;Hannah Arendt;Ficção;Alemanha;Estrangeiros;05/07/2013;Esfera Produções;134055;
984;2010;Solomon Kane - o caçador de demônios;Ficção;França, Inglaterra, República Tcheca;Estrangeiros;10/09/2010;Paris;133656;
985;2014;Praia do Futuro;Ficção;Brasil, Alemanha;Brasileiros;15/05/2014;Califórnia;133086;
986;2013;One direction: this is us;Documentário;Estados Unidos;Estrangeiros;30/09/2013;Sony;132509;
987;2010;Surpresa em dobro;Ficção;Estados Unidos;Estrangeiros;02/04/2010;Sony;132484;
988;2010;Astro Boy;Animação;Estados Unidos;Estrangeiros;22/01/2010;Paris;131870;
989;2011;Missão madrinha de casamento;Ficção;Estados Unidos;Estrangeiros;23/09/2011;Universal;131571;
990;2015;Samba;Ficção;França;Estrangeiros;09/07/2015;Califórnia;131491;
991;2013;Linha de ação;Ficção;Estados Unidos;Estrangeiros;15/03/2013;Imagem;131423;
992;2017;Despedida em Grande Estilo;Ficção;Estados Unidos;Estrangeiros;06/04/2017;Warner;131258;
993;2015;Entrando numa roubada;Ficção;Brasil;Brasileiros;03/09/2015;Europa;131220;
994;2009;Amantes;Ficção;Estados Unidos;Estrangeiros;28/08/2009;Playarte;129846;
995;2015;O Franco Atirador;Ficção;Estados Unidos;Estrangeiros;07/05/2015;Paris;129226;
996;2012;O Exótico Hotel Marigold;Ficção;Estados Unidos;Estrangeiros;11/05/2012;Fox;129217;
997;2010;Demônio;Ficção;Estados Unidos;Estrangeiros;26/11/2010;Universal;128750;
998;2013;Terapia de risco;Ficção;Estados Unidos;Estrangeiros;17/05/2013;Diamond Films do Brasil;128737;
999;2012;Reis e Ratos;Ficção;Brasil;Brasileiros;17/02/2012;Warner;128396;
1000;2012;J. Edgar;Ficção;Estados Unidos;Estrangeiros;27/01/2012;Warner;128250;
1001;2009;Entre os Muros da Escola;Ficção;França;Estrangeiros;13/03/2009;Imovision;127582;
1002;2014;Clube de Compras Dallas;Ficção;Estados Unidos;Estrangeiros;21/02/2014;Universal;127549;
1003;2010;400 contra 1 – a história do Comando Vermelho;Ficção;Brasil;Brasileiros;06/08/2010;Playarte;127450;
1004;2013;Os amantes passageiros;Ficção;Espanha;Estrangeiros;28/06/2013;Paris;127207;
1005;2016;O Último Virgem;Ficção;Brasil;Brasileiros;01/12/2016;Downtown/Paris;126841;
1006;2015;Chico - Artista Brasileiro;Documentário;Brasil;Brasileiros;26/11/2015;Sony;126376;
1007;2016;Peppa Pig - As Botas de Ouro e Outras Histórias;Animação;Estados Unidos;Estrangeiros;26/05/2016;Warner;126292;
1008;2009;Força Policial;Ficção;Estados Unidos;Estrangeiros;27/02/2009;Playarte;125586;
1009;2009;Matadores de Vampiras Lésbicas;Ficção;Inglaterra;Estrangeiros;30/10/2009;Imagem;125093;
1010;2012;Drive;Ficção;Estados Unidos;Estrangeiros;02/03/2012;Imagem;124062;
1011;2015;As sufragistas;Ficção;Reino Unido;Estrangeiros;24/12/2015;Universal;124008;
1012;2017;Tudo e Todas as Coisas;Ficção;Estados Unidos;Estrangeiros;15/06/2017;Warner;123824;
1013;2017;O Reino Gelado: Fogo e gelo;Animação;Rússia;Estrangeiros;10/08/2017;Califórnia;123738;
1014;2015;A escolha perfeita 2;Ficção;Estados Unidos;Estrangeiros;13/08/2015;Universal;123023;
1015;2009;9 - A Salvação;Animação;Estados Unidos;Estrangeiros;09/10/2009;Playarte;121648;
1016;2016;Invasão de Privacidade;Ficção;Estados Unidos, França, Irlanda;Estrangeiros;10/11/2016;Imagem;120970;
1017;2011;Cópia fiel;Ficção;França;Estrangeiros;18/03/2011;Imovision;120954;
1018;2014;Mesmo se Nada der Certo;Ficção;Estados Unidos;Estrangeiros;18/09/2014;Imagem;120528;
1019;2013;Um porto seguro;Ficção;Estados Unidos;Estrangeiros;19/04/2013;Imagem;120318;
1020;2009;Jogando com Prazer;Ficção;Estados Unidos;Estrangeiros;25/09/2009;Imagem;120272;
1021;2009;Passageiros;Ficção;Estados Unidos;Estrangeiros;27/03/2009;Imagem;120241;
1022;2010;A ressaca;Ficção;Estados Unidos;Estrangeiros;10/09/2010;Imagem;119878;
1023;2010;O escritor fantasma;Ficção;França;Estrangeiros;28/05/2010;Paris;119720;
1024;2015;Uma Longa Jornada;Ficção;Estados Unidos;Estrangeiros;30/04/2015;Fox;119586;
1025;2012;E Se Vivêssemos Todos Juntos?;Ficção;Alemanha, França;Estrangeiros;12/10/2012;Imovision;119381;
1026;2017;Paris pode esperar;Ficção;Estados Unidos;Estrangeiros;08/06/2017;Califórnia;119297;
1027;2013;Azul é a Cor Mais Quente;Ficção;Bélgica, Espanha, França;Estrangeiros;06/12/2013;Imovision;119275;
1028;2017;Em defesa de Cristo;Ficção;Estados Unidos;Estrangeiros;14/09/2017;Califórnia;119109;
1029;2015;Whiplash - Em busca da perfeição;Ficção;Estados Unidos;Estrangeiros;08/01/2015;Sony;119028;
1030;2015;Ricki and the Flash - De volta pra casa;Ficção;Estados Unidos;Estrangeiros;03/09/2015;Sony;118665;
1031;2014;O Abutre;Ficção;Estados Unidos;Estrangeiros;18/12/2014;Diamond Films do Brasil;118568;
1032;2014;O Melhor de Mim;Ficção;Estados Unidos;Estrangeiros;30/10/2014;Imagem;118073;
1033;2009;Trama Internacional;Ficção;Estados Unidos;Estrangeiros;19/06/2009;Sony;117937;
1034;2011;A Fera;Ficção;Estados Unidos;Estrangeiros;23/12/2011;Imagem;117684;
1035;2015;A Entrevista;Ficção;Estados Unidos;Estrangeiros;29/01/2015;Sony;116670;
1036;2010;Eu e meu guarda-chuva;Ficção;Brasil;Brasileiros;08/10/2010;Fox;115466;
1037;2010;O Preço da Traição;Ficção;Estados Unidos;Estrangeiros;14/05/2010;Playarte;115208;
1038;2016;O sono da morte;Ficção;Estados Unidos;Estrangeiros;01/09/2016;Playarte;114620;
1039;2010;Federal;Ficção;Brasil;Brasileiros;29/10/2010;Europa/RioFilme;114483;
1040;2017;Malasartes e o duelo com a morte;Ficção;Brasil;Brasileiros;10/08/2017;Downtown/Paris;114382;
1041;2015;Shaun, o carneiro;Animação;França, Inglaterra;Estrangeiros;03/09/2015;Universal;114199;
1042;2009;Eu te Amo, Cara;Ficção;Estados Unidos;Estrangeiros;24/04/2009;Paramount;113905;
1043;2013;Para Maiores;Ficção;Estados Unidos;Estrangeiros;09/02/2013;Imagem;112922;
1044;2017;Bugigangue no Espaço;Animação;Brasil;Brasileiros;23/02/2017;Imagem;112624;
1045;2011;Família Vende Tudo;Ficção;Brasil;Brasileiros;30/09/2011;Playarte;112116;
1046;2014;Chef;Ficção;Estados Unidos;Estrangeiros;14/08/2014;Imagem;112050;
1047;2009;O Lutador;Ficção;Estados Unidos;Estrangeiros;13/02/2009;Paris;111787;
1048;2009;Quarentena;Ficção;Estados Unidos;Estrangeiros;16/01/2009;Sony;111691;
1049;2014;Ajuste de contas;Ficção;Estados Unidos;Estrangeiros;10/01/2014;Warner;110570;
1050;2009;O Amor Pede Passagem;Ficção;Estados Unidos;Estrangeiros;11/12/2009;Imagem;110457;
1051;2017;O que será de nozes 2;Animação;Canadá, Coréia do Sul, Estados Unidos;Estrangeiros;14/09/2017;Diamond Films do Brasil;110380;
1052;2013;Antes da meia noite;Ficção;Estados Unidos, Grécia;Estrangeiros;15/06/2013;Diamond Films do Brasil;110211;
1053;2016;Entre Idas e Vindas;Ficção;Brasil;Brasileiros;21/07/2016;Imagem;109698;
1054;2011;Não tenha medo do escuro;Ficção;Austrália, Estados Unidos, México;Estrangeiros;14/10/2011;Vinny filmes;109147;
1055;2009;Recém Chegada;Ficção;Estados Unidos;Estrangeiros;30/04/2009;Imagem;109058;
1056;2016;Snowden - Herói ou Traidor;Ficção;Alemanha, Estados Unidos, França;Estrangeiros;10/11/2016;Disney;108841;
1057;2015;Que Mal Eu Fiz a Deus;Ficção;França;Estrangeiros;06/08/2015;Europa;108787;
1058;2016;O Quarto dos Esquecidos;Ficção;Estados Unidos;Estrangeiros;24/11/2016;Imagem;108763;
1059;2011;Potiche: Esposa troféu;Ficção;França;Estrangeiros;23/06/2011;Imovision;108689;
1060;2015;Jogada de Mestre;Ficção;Bélgica, Reino Unido;Estrangeiros;30/07/2015;Imagem;108517;
1061;2016;Animais Noturnos;Ficção;Estados Unidos;Estrangeiros;29/12/2016;Universal;108485;
1062;2011;Winnie the Pooh;Animação;Estados Unidos;Estrangeiros;08/07/2011;Disney;108450;
1063;2015;A esperança é a última que morre;Ficção;Brasil;Brasileiros;03/09/2015;Downtown/Paris;107590;
1064;2012;Os infratores;Ficção;Estados Unidos;Estrangeiros;12/10/2012;Imagem;107372;
1065;2017;Rock Dog - No Faro do Sucesso;Animação;China, Estados Unidos;Estrangeiros;04/05/2017;Paris;107366;
1066;2017;Victoria e Abdul - O confidente da rainha;Ficção;Estados Unidos, Reino Unido;Estrangeiros;16/11/2017;Universal;106701;
1067;2010;A Caixa;Ficção;Estados Unidos;Estrangeiros;26/03/2010;Imagem;106659;
1068;2012;Magic Mike;Ficção;Estados Unidos;Estrangeiros;02/11/2012;Imagem;106585;
1069;2011;Namorados para sempre;Ficção;Estados Unidos;Estrangeiros;10/06/2011;Paris;106457;
1070;2011;O garoto da bicicleta;Ficção;Bélgica, França, Itália;Estrangeiros;18/11/2011;Imovision;106330;
1071;2017;A Cura;Ficção;Alemanha, Estados Unidos;Estrangeiros;16/02/2017;Fox;106245;
1072;2017;Eu, Daniel Blake;Ficção;Bélgica, França, Reino Unido;Estrangeiros;05/01/2017;Imovision;106034;
1073;2016;Os Caça-noivas;Ficção;Estados Unidos;Estrangeiros;28/07/2016;Fox;105985;
1074;2017;Manchester à beira-mar;Ficção;Estados Unidos;Estrangeiros;19/01/2017;Sony;105869;
1075;2009;Jonas Brothers 3D: O Show;Documentário;Estados Unidos;Estrangeiros;29/05/2009;Sony;105544;
1076;2012;A Sombra do Inimigo;Ficção;Estados Unidos;Estrangeiros;07/12/2012;Playarte;104950;
1077;2014;O Filho de Deus;Ficção;Estados Unidos;Estrangeiros;17/04/2014;Diamond Films do Brasil;104069;
1078;2009;Verônica;Ficção;Brasil;Brasileiros;06/02/2009;Europa;103905;
1079;2016;Uma Loucura de Mulher;Ficção;Brasil;Brasileiros;02/06/2016;Imagem;103351;
1080;2015;O clã;Ficção;Argentina, Espanha;Estrangeiros;10/12/2015;Fox;103295;
1081;2016;Dois Caras Legais;Ficção;Estados Unidos;Estrangeiros;21/07/2016;Diamond Films do Brasil;102340;
1082;2009;The Spirit - O Filme;Ficção;Estados Unidos;Estrangeiros;20/03/2009;Sony;102321;
1083;2012;As Idades do Amor;Ficção;Itália;Estrangeiros;27/04/2012;Califórnia;102187;
1084;2010;Cadê os Morgans;Ficção;Estados Unidos;Estrangeiros;26/03/2010;Sony;101896;
1085;2012;Habemus Papam;Ficção;França, Itália;Estrangeiros;16/03/2012;Vinny filmes;101542;
1086;2013;Chamada de emergência;Ficção;Estados Unidos;Estrangeiros;12/04/2013;Diamond Films do Brasil;101358;
1087;2016;Capitão Fantástico;Ficção;Estados Unidos;Estrangeiros;22/12/2016;Universal;101282;
1088;2013;Bling Ring - A gangue de Hollywood;Ficção;Estados Unidos;Estrangeiros;16/08/2013;Diamond Films do Brasil;101093;
1089;2012;Sete dias com Marilyn;Ficção;Estados Unidos, Reino Unido;Estrangeiros;27/04/2012;Imagem;100941;
1090;2017;O estranho que nós amamos;Ficção;Estados Unidos;Estrangeiros;10/08/2017;Universal;100570;
1091;2012;Pina;Documentário;Alemanha, França, Reino Unido;Estrangeiros;23/03/2012;Imovision;100085;
1092;2014;Ninfomaníaca II;Ficção;Bélgica, Dinamarca, França, Alemanha, Reino Unido;Estrangeiros;13/03/2014;Califórnia;100039;
1093;2013;A Fuga;Ficção;Estados Unidos;Estrangeiros;15/03/2013;Playarte;99473;
1094;2012;Shame;Ficção;Reino Unido;Estrangeiros;16/03/2012;Paris;99273;
1095;2014;Rio, Eu te Amo;Ficção;Brasil;Brasileiros;11/09/2014;Warner;98990;
1096;2014;O Grande Herói;Ficção;Estados Unidos;Estrangeiros;20/03/2014;Paris;98884;
1097;2014;13° Distrito;Ficção;França, Canadá;Estrangeiros;19/06/2014;Califórnia;98259;
1098;2012;Poder Paranormal;Ficção;Espanha, Estados Unidos;Estrangeiros;21/09/2012;Califórnia;97862;
1099;2015;A Possessão do Mal;Ficção;Estados Unidos;Estrangeiros;01/10/2015;Playarte;97758;
1100;2011;Biutiful;Ficção;Espanha, México;Estrangeiros;21/01/2011;Paris;97731;
1101;2010;A jovem rainha Vitória;Ficção;Estados Unidos;Estrangeiros;18/06/2010;Europa;97687;
1102;2009;Budapeste;Ficção;Brasil;Brasileiros;22/05/2009;Imagem;97542;
1103;2009;Tô de Férias;Animação;Alemanha;Estrangeiros;13/03/2009;Paris;97311;
1104;2014;Ida;Ficção;Polônia;Estrangeiros;25/12/2014;Zeta Filmes;96770;
1105;2015;Um Santo Vizinho;Ficção;Estados Unidos;Estrangeiros;19/02/2015;Paris;96570;
1106;2010;Deu a louca nos bichos;Ficção;Emirados Árabes Unidos, Estados Unidos;Estrangeiros;21/05/2010;Paris;96199;
1107;2010;Nine;Ficção;Estados Unidos;Estrangeiros;30/01/2010;Sony;96043;
1108;2013;Parker;Ficção;Estados Unidos;Estrangeiros;22/03/2013;Paris;95803;
1109;2009;Tempos de Paz;Ficção;Brasil;Brasileiros;14/08/2009;Downtown;95792;
1110;2014;O Físico;Ficção;Alemanha;Estrangeiros;09/10/2014;Imagem;95600;
1111;2013;O Som ao Redor;Ficção;Brasil;Brasileiros;04/01/2013;Vitrine Filmes;95515;
1112;2017;Os Saltimbancos Trapalhões - Rumo a Hollywood;Ficção;Brasil;Brasileiros;19/01/2017;Downtown/Paris;95129;
1113;2012;O Homem que Mudou o Jogo;Ficção;Estados Unidos;Estrangeiros;17/02/2012;Sony;94993;
1114;2017;Monsieur & Madame Adelman;Ficção;França;Estrangeiros;20/07/2017;Imovision;94923;
1115;2014;O que os Homens Falam;Ficção;Espanha;Estrangeiros;22/05/2014;Activity filmes;94812;
1116;2009;À Deriva;Ficção;Brasil, Estados Unidos;Brasileiros;31/07/2009;Universal;94588;
1117;2010;Amor por contrato;Ficção;Estados Unidos;Estrangeiros;24/12/2010;Califórnia;94565;
1118;2017;Uma Família de Dois;Ficção;França, Reino Unido;Estrangeiros;29/06/2017;Paris;94158;
1119;2014;Não Pare na Pista: A Melhor História de Paulo Coelho;Ficção;Brasil, Espanha;Brasileiros;14/08/2014;Sony;94145;
1120;2012;Dredd;Ficção;Estados Unidos;Estrangeiros;21/09/2012;Paris;93903;
1121;2016;Horas Decisivas;Ficção;Estados Unidos;Estrangeiros;18/02/2016;Disney;93456;
1122;2011;Jogo de poder;Ficção;Estados Unidos;Estrangeiros;18/03/2011;Paris;92966;
1123;2017;Amor.com;Ficção;Brasil;Brasileiros;01/06/2017;H2O Films;92873;
1124;2013;Indomável sonhadora;Ficção;Estados Unidos;Estrangeiros;22/02/2013;Imagem;92836;
1125;2010;Minhas mães e meu pai;Ficção;Estados Unidos;Estrangeiros;12/11/2010;Imagem;92498;
1126;2014;O Casamento de Gorete;Ficção;Brasil;Brasileiros;27/11/2014;Europa;92246;
1127;2015;Grace de Mônaco;Ficção;Bélgica, Estados Unidos, França, Itália, Suíça;Estrangeiros;29/10/2015;Playarte;91978;
1128;2015;Sob o Mesmo Céu;Ficção;Estados Unidos;Estrangeiros;11/06/2015;Fox;91945;
1129;2012;Heleno;Ficção;Brasil;Brasileiros;30/03/2012;Downtown/RioFilme;91798;
1130;2016;A Maldição da Floresta;Ficção;Irlanda, Reino Unido;Estrangeiros;06/10/2016;Playarte;91775;
1131;2013;Amor é tudo o que você precisa;Ficção;Alemanha, Dinamarca, França, Itália, Suécia;Estrangeiros;08/03/2013;Serendip;91487;
1132;2014;Homens, Mulheres e Filhos;Ficção;Estados Unidos;Estrangeiros;04/12/2014;Paramount;91291;
1133;2009;Garota Infernal;Ficção;Estados Unidos;Estrangeiros;23/10/2009;Fox;91274;
1134;2009;Nova York, Eu te Amo;Ficção;Estados Unidos;Estrangeiros;19/12/2009;Califórnia;91019;
1135;2016;Brooklin;Ficção;Canadá, Irlanda, Reino Unido;Estrangeiros;11/02/2016;Paris;90581;
1136;2014;A Família Bélier;Ficção;França;Estrangeiros;25/12/2014;Paris;90129;
1137;2015;Livre;Ficção;Estados Unidos;Estrangeiros;15/01/2015;Fox;90073;
1138;2015;O Presente;Ficção;Estados Unidos;Estrangeiros;03/12/2015;Playarte;89650;
1139;2012;A Toda Prova;Ficção;Estados Unidos;Estrangeiros;13/04/2012;Imagem;89449;
1140;2009;A Partida;Ficção;Japão;Estrangeiros;05/06/2009;Paris;89325;
1141;2013;Amanhecer violento;Ficção;Estados Unidos;Estrangeiros;01/03/2013;Imagem;89261;
1142;2010;Zumbilândia;Ficção;Estados Unidos;Estrangeiros;30/01/2010;Sony;89062;
